Low Birth Weight Ind Desc,Year Desc,County Name,Age Group Desc,Birth Count,Birth Count_PCT,SORT
Low birth weight (<2500g),2012,Hardin,40 to 44,0,0.0,19092
Normal birth weight (2500g+),2012,Hardin,40 to 44,*,*,19093
Low birth weight (<2500g),2012,Hardin,45 and older,0,0.0,19095
Normal birth weight (2500g+),2012,Hardin,45 and older,*,*,19096
Low birth weight (<2500g),2012,Hardin,Less than 15,0,0.0,19098
Normal birth weight (2500g+),2012,Hardin,Less than 15,0,0.0,19099
Low birth weight (<2500g),2012,Hardin,Unknown,0,0.0,19101
Normal birth weight (2500g+),2012,Hardin,Unknown,0,0.0,19102
Low birth weight (<2500g),2012,Harrison,15 to 17,0,0.0,19107
Normal birth weight (2500g+),2012,Harrison,15 to 17,*,*,19108
Low birth weight (<2500g),2012,Harrison,18 to 19,*,*,19110
Normal birth weight (2500g+),2012,Harrison,18 to 19,*,*,19111
Low birth weight (<2500g),2012,Harrison,20 to 24,*,*,19113
Normal birth weight (2500g+),2012,Harrison,20 to 24,46,97.9,19114
Low birth weight (<2500g),2012,Harrison,25 to 29,*,*,19116
Normal birth weight (2500g+),2012,Harrison,25 to 29,49,92.5,19117
Low birth weight (<2500g),2012,Harrison,30 to 34,0,0.0,19119
Normal birth weight (2500g+),2012,Harrison,30 to 34,27,100.0,19120
Low birth weight (<2500g),2012,Harrison,35 to 39,0,0.0,19122
Normal birth weight (2500g+),2012,Harrison,35 to 39,*,*,19123
Low birth weight (<2500g),2012,Harrison,40 to 44,0,0.0,19125
Normal birth weight (2500g+),2012,Harrison,40 to 44,0,0.0,19126
Low birth weight (<2500g),2012,Harrison,45 and older,0,0.0,19128
Normal birth weight (2500g+),2012,Harrison,45 and older,0,0.0,19129
Low birth weight (<2500g),2012,Harrison,Less than 15,0,0.0,19131
Normal birth weight (2500g+),2012,Harrison,Less than 15,0,0.0,19132
Low birth weight (<2500g),2012,Harrison,Unknown,0,0.0,19134
Normal birth weight (2500g+),2012,Harrison,Unknown,0,0.0,19135
Low birth weight (<2500g),2012,Henry,15 to 17,0,0.0,19140
Normal birth weight (2500g+),2012,Henry,15 to 17,*,*,19141
Low birth weight (<2500g),2012,Henry,18 to 19,1,7.7,19143
Normal birth weight (2500g+),2012,Henry,18 to 19,*,*,19144
Low birth weight (<2500g),2012,Henry,20 to 24,3,3.5,19146
Normal birth weight (2500g+),2012,Henry,20 to 24,83,96.5,19147
Low birth weight (<2500g),2012,Henry,25 to 29,4,3.3,19149
Normal birth weight (2500g+),2012,Henry,25 to 29,117,96.7,19150
Low birth weight (<2500g),2012,Henry,30 to 34,7,8.4,19152
Normal birth weight (2500g+),2012,Henry,30 to 34,76,91.6,19153
Low birth weight (<2500g),2012,Henry,35 to 39,1,3.1,19155
Normal birth weight (2500g+),2012,Henry,35 to 39,31,96.9,19156
Low birth weight (<2500g),2012,Henry,40 to 44,*,*,19158
Normal birth weight (2500g+),2012,Henry,40 to 44,*,*,19159
Low birth weight (<2500g),2012,Henry,45 and older,0,0.0,19161
Normal birth weight (2500g+),2012,Henry,45 and older,*,*,19162
Low birth weight (<2500g),2012,Henry,Less than 15,0,0.0,19164
Normal birth weight (2500g+),2012,Henry,Less than 15,0,0.0,19165
Low birth weight (<2500g),2012,Henry,Unknown,0,0.0,19167
Normal birth weight (2500g+),2012,Henry,Unknown,0,0.0,19168
Low birth weight (<2500g),2012,Highland,15 to 17,4,25.0,19173
Normal birth weight (2500g+),2012,Highland,15 to 17,*,*,19174
Low birth weight (<2500g),2012,Highland,18 to 19,7,16.7,19176
Normal birth weight (2500g+),2012,Highland,18 to 19,35,83.3,19177
Low birth weight (<2500g),2012,Highland,20 to 24,12,7.5,19179
Normal birth weight (2500g+),2012,Highland,20 to 24,148,92.5,19180
Low birth weight (<2500g),2012,Highland,25 to 29,12,7.7,19182
Normal birth weight (2500g+),2012,Highland,25 to 29,144,92.3,19183
Low birth weight (<2500g),2012,Highland,30 to 34,5,6.3,19185
Normal birth weight (2500g+),2012,Highland,30 to 34,75,93.8,19186
Low birth weight (<2500g),2012,Highland,35 to 39,1,3.4,19188
Normal birth weight (2500g+),2012,Highland,35 to 39,28,96.6,19189
Low birth weight (<2500g),2012,Highland,40 to 44,*,*,19191
Normal birth weight (2500g+),2012,Highland,40 to 44,*,*,19192
Low birth weight (<2500g),2012,Highland,45 and older,0,0.0,19194
Normal birth weight (2500g+),2012,Highland,45 and older,0,0.0,19195
Low birth weight (<2500g),2012,Highland,Less than 15,0,0.0,19197
Normal birth weight (2500g+),2012,Highland,Less than 15,0,0.0,19198
Low birth weight (<2500g),2012,Highland,Unknown,0,0.0,19200
Normal birth weight (2500g+),2012,Highland,Unknown,0,0.0,19201
Low birth weight (<2500g),2012,Hocking,15 to 17,*,*,19206
Normal birth weight (2500g+),2012,Hocking,15 to 17,*,*,19207
Low birth weight (<2500g),2012,Hocking,18 to 19,1,5.6,19209
Normal birth weight (2500g+),2012,Hocking,18 to 19,*,*,19210
Low birth weight (<2500g),2012,Hocking,20 to 24,5,4.5,19212
Normal birth weight (2500g+),2012,Hocking,20 to 24,105,95.5,19213
Low birth weight (<2500g),2012,Hocking,25 to 29,8,7.9,19215
Normal birth weight (2500g+),2012,Hocking,25 to 29,93,92.1,19216
Low birth weight (<2500g),2012,Hocking,30 to 34,3,5.6,19218
Normal birth weight (2500g+),2012,Hocking,30 to 34,51,94.4,19219
Low birth weight (<2500g),2012,Hocking,35 to 39,1,5.3,19221
Normal birth weight (2500g+),2012,Hocking,35 to 39,*,*,19222
Low birth weight (<2500g),2012,Hocking,40 to 44,0,0.0,19224
Normal birth weight (2500g+),2012,Hocking,40 to 44,*,*,19225
Low birth weight (<2500g),2012,Hocking,45 and older,0,0.0,19227
Normal birth weight (2500g+),2012,Hocking,45 and older,0,0.0,19228
Low birth weight (<2500g),2012,Hocking,Less than 15,0,0.0,19230
Normal birth weight (2500g+),2012,Hocking,Less than 15,0,0.0,19231
Low birth weight (<2500g),2012,Hocking,Unknown,0,0.0,19233
Normal birth weight (2500g+),2012,Hocking,Unknown,0,0.0,19234
Low birth weight (<2500g),2012,Holmes,15 to 17,0,0.0,19239
Normal birth weight (2500g+),2012,Holmes,15 to 17,*,*,19240
Low birth weight (<2500g),2012,Holmes,18 to 19,1,5.3,19242
Normal birth weight (2500g+),2012,Holmes,18 to 19,*,*,19243
Low birth weight (<2500g),2012,Holmes,20 to 24,8,3.9,19245
Normal birth weight (2500g+),2012,Holmes,20 to 24,196,96.1,19246
Low birth weight (<2500g),2012,Holmes,25 to 29,11,3.9,19248
Normal birth weight (2500g+),2012,Holmes,25 to 29,274,96.1,19249
Low birth weight (<2500g),2012,Holmes,30 to 34,3,1.7,19251
Normal birth weight (2500g+),2012,Holmes,30 to 34,177,98.3,19252
Low birth weight (<2500g),2012,Holmes,35 to 39,5,5.4,19254
Normal birth weight (2500g+),2012,Holmes,35 to 39,87,94.6,19255
Low birth weight (<2500g),2012,Holmes,40 to 44,1,4.3,19257
Normal birth weight (2500g+),2012,Holmes,40 to 44,*,*,19258
Low birth weight (<2500g),2012,Holmes,45 and older,0,0.0,19260
Normal birth weight (2500g+),2012,Holmes,45 and older,*,*,19261
Low birth weight (<2500g),2012,Holmes,Less than 15,0,0.0,19263
Normal birth weight (2500g+),2012,Holmes,Less than 15,0,0.0,19264
Low birth weight (<2500g),2012,Holmes,Unknown,0,0.0,19266
Normal birth weight (2500g+),2012,Holmes,Unknown,0,0.0,19267
Low birth weight (<2500g),2012,Huron,15 to 17,1,7.1,19272
Normal birth weight (2500g+),2012,Huron,15 to 17,*,*,19273
Low birth weight (<2500g),2012,Huron,18 to 19,0,0.0,19275
Normal birth weight (2500g+),2012,Huron,18 to 19,44,100.0,19276
Low birth weight (<2500g),2012,Huron,20 to 24,15,6.5,19278
Normal birth weight (2500g+),2012,Huron,20 to 24,216,93.5,19279
Low birth weight (<2500g),2012,Huron,25 to 29,12,5.4,19281
Normal birth weight (2500g+),2012,Huron,25 to 29,209,94.6,19282
Low birth weight (<2500g),2012,Huron,30 to 34,7,4.8,19284
Normal birth weight (2500g+),2012,Huron,30 to 34,140,95.2,19285
Low birth weight (<2500g),2012,Huron,35 to 39,5,9.6,19287
Normal birth weight (2500g+),2012,Huron,35 to 39,47,90.4,19288
Low birth weight (<2500g),2012,Huron,40 to 44,0,0.0,19290
Normal birth weight (2500g+),2012,Huron,40 to 44,*,*,19291
Low birth weight (<2500g),2012,Huron,45 and older,0,0.0,19293
Normal birth weight (2500g+),2012,Huron,45 and older,0,0.0,19294
Low birth weight (<2500g),2012,Huron,Less than 15,0,0.0,19296
Normal birth weight (2500g+),2012,Huron,Less than 15,*,*,19297
Low birth weight (<2500g),2012,Huron,Unknown,0,0.0,19299
Normal birth weight (2500g+),2012,Huron,Unknown,0,0.0,19300
Low birth weight (<2500g),2012,Jackson,15 to 17,2,12.5,19305
Normal birth weight (2500g+),2012,Jackson,15 to 17,*,*,19306
Low birth weight (<2500g),2012,Jackson,18 to 19,4,12.1,19308
Normal birth weight (2500g+),2012,Jackson,18 to 19,29,87.9,19309
Low birth weight (<2500g),2012,Jackson,20 to 24,17,11.6,19311
Normal birth weight (2500g+),2012,Jackson,20 to 24,129,88.4,19312
Low birth weight (<2500g),2012,Jackson,25 to 29,6,4.7,19314
Normal birth weight (2500g+),2012,Jackson,25 to 29,122,95.3,19315
Low birth weight (<2500g),2012,Jackson,30 to 34,6,9.4,19317
Normal birth weight (2500g+),2012,Jackson,30 to 34,58,90.6,19318
Low birth weight (<2500g),2012,Jackson,35 to 39,2,7.4,19320
Normal birth weight (2500g+),2012,Jackson,35 to 39,25,92.6,19321
Low birth weight (<2500g),2012,Jackson,40 to 44,*,*,19323
Normal birth weight (2500g+),2012,Jackson,40 to 44,*,*,19324
Low birth weight (<2500g),2012,Jackson,45 and older,0,0.0,19326
Normal birth weight (2500g+),2012,Jackson,45 and older,*,*,19327
Low birth weight (<2500g),2012,Jackson,Less than 15,0,0.0,19329
Normal birth weight (2500g+),2012,Jackson,Less than 15,0,0.0,19330
Low birth weight (<2500g),2012,Jackson,Unknown,0,0.0,19332
Normal birth weight (2500g+),2012,Jackson,Unknown,0,0.0,19333
Low birth weight (<2500g),2012,Jefferson,15 to 17,0,0.0,19338
Normal birth weight (2500g+),2012,Jefferson,15 to 17,*,*,19339
Low birth weight (<2500g),2012,Jefferson,18 to 19,8,12.5,19341
Normal birth weight (2500g+),2012,Jefferson,18 to 19,56,87.5,19342
Low birth weight (<2500g),2012,Jefferson,20 to 24,10,5.0,19344
Normal birth weight (2500g+),2012,Jefferson,20 to 24,189,95.0,19345
Low birth weight (<2500g),2012,Jefferson,25 to 29,11,6.7,19347
Normal birth weight (2500g+),2012,Jefferson,25 to 29,153,93.3,19348
Low birth weight (<2500g),2012,Jefferson,30 to 34,8,7.3,19350
Normal birth weight (2500g+),2012,Jefferson,30 to 34,102,92.7,19351
Low birth weight (<2500g),2012,Jefferson,35 to 39,3,5.8,19353
Normal birth weight (2500g+),2012,Jefferson,35 to 39,49,94.2,19354
Low birth weight (<2500g),2012,Jefferson,40 to 44,*,*,19356
Normal birth weight (2500g+),2012,Jefferson,40 to 44,*,*,19357
Low birth weight (<2500g),2012,Jefferson,45 and older,0,0.0,19359
Normal birth weight (2500g+),2012,Jefferson,45 and older,*,*,19360
Low birth weight (<2500g),2012,Jefferson,Less than 15,0,0.0,19362
Normal birth weight (2500g+),2012,Jefferson,Less than 15,*,*,19363
Low birth weight (<2500g),2012,Jefferson,Unknown,0,0.0,19365
Normal birth weight (2500g+),2012,Jefferson,Unknown,0,0.0,19366
Low birth weight (<2500g),2012,Knox,15 to 17,2,15.4,19371
Normal birth weight (2500g+),2012,Knox,15 to 17,*,*,19372
Low birth weight (<2500g),2012,Knox,18 to 19,3,6.8,19374
Normal birth weight (2500g+),2012,Knox,18 to 19,41,93.2,19375
Low birth weight (<2500g),2012,Knox,20 to 24,15,6.1,19377
Normal birth weight (2500g+),2012,Knox,20 to 24,232,93.9,19378
Low birth weight (<2500g),2012,Knox,25 to 29,14,6.4,19380
Normal birth weight (2500g+),2012,Knox,25 to 29,206,93.6,19381
Low birth weight (<2500g),2012,Knox,30 to 34,8,4.9,19383
Normal birth weight (2500g+),2012,Knox,30 to 34,154,95.1,19384
Low birth weight (<2500g),2012,Knox,35 to 39,6,8.5,19386
Normal birth weight (2500g+),2012,Knox,35 to 39,65,91.5,19387
Low birth weight (<2500g),2012,Knox,40 to 44,1,8.3,19389
Normal birth weight (2500g+),2012,Knox,40 to 44,*,*,19390
Low birth weight (<2500g),2012,Knox,45 and older,0,0.0,19392
Normal birth weight (2500g+),2012,Knox,45 and older,0,0.0,19393
Low birth weight (<2500g),2012,Knox,Less than 15,0,0.0,19395
Normal birth weight (2500g+),2012,Knox,Less than 15,0,0.0,19396
Low birth weight (<2500g),2012,Knox,Unknown,0,0.0,19398
Normal birth weight (2500g+),2012,Knox,Unknown,0,0.0,19399
Low birth weight (<2500g),2012,Lake,15 to 17,1,3.0,19404
Normal birth weight (2500g+),2012,Lake,15 to 17,32,97.0,19405
Low birth weight (<2500g),2012,Lake,18 to 19,8,9.1,19407
Normal birth weight (2500g+),2012,Lake,18 to 19,80,90.9,19408
Low birth weight (<2500g),2012,Lake,20 to 24,32,7.4,19410
Normal birth weight (2500g+),2012,Lake,20 to 24,398,92.6,19411
Low birth weight (<2500g),2012,Lake,25 to 29,61,9.2,19413
Normal birth weight (2500g+),2012,Lake,25 to 29,605,90.8,19414
Low birth weight (<2500g),2012,Lake,30 to 34,56,8.7,19416
Normal birth weight (2500g+),2012,Lake,30 to 34,587,91.3,19417
Low birth weight (<2500g),2012,Lake,35 to 39,26,9.6,19419
Normal birth weight (2500g+),2012,Lake,35 to 39,246,90.4,19420
Low birth weight (<2500g),2012,Lake,40 to 44,2,4.0,19422
Normal birth weight (2500g+),2012,Lake,40 to 44,48,96.0,19423
Low birth weight (<2500g),2012,Lake,45 and older,0,0.0,19425
Normal birth weight (2500g+),2012,Lake,45 and older,*,*,19426
Low birth weight (<2500g),2012,Lake,Less than 15,0,0.0,19428
Normal birth weight (2500g+),2012,Lake,Less than 15,0,0.0,19429
Low birth weight (<2500g),2012,Lake,Unknown,0,0.0,19431
Normal birth weight (2500g+),2012,Lake,Unknown,0,0.0,19432
Low birth weight (<2500g),2012,Lawrence,15 to 17,1,4.5,19437
Normal birth weight (2500g+),2012,Lawrence,15 to 17,*,*,19438
Low birth weight (<2500g),2012,Lawrence,18 to 19,8,12.3,19440
Normal birth weight (2500g+),2012,Lawrence,18 to 19,57,87.7,19441
Low birth weight (<2500g),2012,Lawrence,20 to 24,27,10.8,19443
Normal birth weight (2500g+),2012,Lawrence,20 to 24,223,89.2,19444
Low birth weight (<2500g),2012,Lawrence,25 to 29,18,9.1,19446
Normal birth weight (2500g+),2012,Lawrence,25 to 29,180,90.9,19447
Low birth weight (<2500g),2012,Lawrence,30 to 34,7,6.4,19449
Normal birth weight (2500g+),2012,Lawrence,30 to 34,103,93.6,19450
Low birth weight (<2500g),2012,Lawrence,35 to 39,3,7.7,19452
Normal birth weight (2500g+),2012,Lawrence,35 to 39,36,92.3,19453
Low birth weight (<2500g),2012,Lawrence,40 to 44,*,*,19455
Normal birth weight (2500g+),2012,Lawrence,40 to 44,*,*,19456
Low birth weight (<2500g),2012,Lawrence,45 and older,0,0.0,19458
Normal birth weight (2500g+),2012,Lawrence,45 and older,0,0.0,19459
Low birth weight (<2500g),2012,Lawrence,Less than 15,0,0.0,19461
Normal birth weight (2500g+),2012,Lawrence,Less than 15,*,*,19462
Low birth weight (<2500g),2012,Lawrence,Unknown,0,0.0,19464
Normal birth weight (2500g+),2012,Lawrence,Unknown,0,0.0,19465
Low birth weight (<2500g),2012,Licking,15 to 17,3,6.3,19470
Normal birth weight (2500g+),2012,Licking,15 to 17,45,93.8,19471
Low birth weight (<2500g),2012,Licking,18 to 19,9,8.4,19473
Normal birth weight (2500g+),2012,Licking,18 to 19,98,91.6,19474
Low birth weight (<2500g),2012,Licking,20 to 24,38,7.6,19476
Normal birth weight (2500g+),2012,Licking,20 to 24,464,92.4,19477
Low birth weight (<2500g),2012,Licking,25 to 29,62,10.6,19479
Normal birth weight (2500g+),2012,Licking,25 to 29,521,89.4,19480
Low birth weight (<2500g),2012,Licking,30 to 34,34,6.8,19482
Normal birth weight (2500g+),2012,Licking,30 to 34,463,93.2,19483
Low birth weight (<2500g),2012,Licking,35 to 39,15,8.7,19485
Normal birth weight (2500g+),2012,Licking,35 to 39,157,91.3,19486
Low birth weight (<2500g),2012,Licking,40 to 44,4,10.0,19488
Normal birth weight (2500g+),2012,Licking,40 to 44,36,90.0,19489
Low birth weight (<2500g),2012,Licking,45 and older,0,0.0,19491
Normal birth weight (2500g+),2012,Licking,45 and older,*,*,19492
Low birth weight (<2500g),2012,Licking,Less than 15,*,*,19494
Normal birth weight (2500g+),2012,Licking,Less than 15,0,0.0,19495
Low birth weight (<2500g),2012,Licking,Unknown,0,0.0,19497
Normal birth weight (2500g+),2012,Licking,Unknown,0,0.0,19498
Low birth weight (<2500g),2012,Logan,15 to 17,3,17.6,19503
Normal birth weight (2500g+),2012,Logan,15 to 17,*,*,19504
Low birth weight (<2500g),2012,Logan,18 to 19,4,11.1,19506
Normal birth weight (2500g+),2012,Logan,18 to 19,32,88.9,19507
Low birth weight (<2500g),2012,Logan,20 to 24,11,6.4,19509
Normal birth weight (2500g+),2012,Logan,20 to 24,160,93.6,19510
Low birth weight (<2500g),2012,Logan,25 to 29,7,3.9,19512
Normal birth weight (2500g+),2012,Logan,25 to 29,171,96.1,19513
Low birth weight (<2500g),2012,Logan,30 to 34,9,9.3,19515
Normal birth weight (2500g+),2012,Logan,30 to 34,88,90.7,19516
Low birth weight (<2500g),2012,Logan,35 to 39,0,0.0,19518
Normal birth weight (2500g+),2012,Logan,35 to 39,30,100.0,19519
Low birth weight (<2500g),2012,Logan,40 to 44,0,0.0,19521
Normal birth weight (2500g+),2012,Logan,40 to 44,*,*,19522
Low birth weight (<2500g),2012,Logan,45 and older,0,0.0,19524
Normal birth weight (2500g+),2012,Logan,45 and older,*,*,19525
Low birth weight (<2500g),2012,Logan,Less than 15,0,0.0,19527
Normal birth weight (2500g+),2012,Logan,Less than 15,*,*,19528
Low birth weight (<2500g),2012,Logan,Unknown,0,0.0,19530
Normal birth weight (2500g+),2012,Logan,Unknown,0,0.0,19531
Low birth weight (<2500g),2012,Lorain,15 to 17,13,15.1,19536
Normal birth weight (2500g+),2012,Lorain,15 to 17,73,84.9,19537
Low birth weight (<2500g),2012,Lorain,18 to 19,20,10.0,19539
Normal birth weight (2500g+),2012,Lorain,18 to 19,181,90.0,19540
Low birth weight (<2500g),2012,Lorain,20 to 24,55,6.8,19542
Normal birth weight (2500g+),2012,Lorain,20 to 24,754,93.2,19543
Low birth weight (<2500g),2012,Lorain,25 to 29,59,6.1,19545
Normal birth weight (2500g+),2012,Lorain,25 to 29,902,93.9,19546
Low birth weight (<2500g),2012,Lorain,30 to 34,60,7.3,19548
Normal birth weight (2500g+),2012,Lorain,30 to 34,762,92.7,19549
Low birth weight (<2500g),2012,Lorain,35 to 39,27,7.6,19551
Normal birth weight (2500g+),2012,Lorain,35 to 39,330,92.4,19552
Low birth weight (<2500g),2012,Lorain,40 to 44,11,10.3,19554
Normal birth weight (2500g+),2012,Lorain,40 to 44,96,89.7,19555
Low birth weight (<2500g),2012,Lorain,45 and older,*,*,19557
Normal birth weight (2500g+),2012,Lorain,45 and older,*,*,19558
Low birth weight (<2500g),2012,Lorain,Less than 15,0,0.0,19560
Normal birth weight (2500g+),2012,Lorain,Less than 15,*,*,19561
Low birth weight (<2500g),2012,Lorain,Unknown,0,0.0,19563
Normal birth weight (2500g+),2012,Lorain,Unknown,0,0.0,19564
Low birth weight (<2500g),2012,Lucas,15 to 17,13,9.5,19569
Normal birth weight (2500g+),2012,Lucas,15 to 17,124,90.5,19570
Low birth weight (<2500g),2012,Lucas,18 to 19,47,10.5,19572
Normal birth weight (2500g+),2012,Lucas,18 to 19,399,89.5,19573
Low birth weight (<2500g),2012,Lucas,20 to 24,160,9.7,19575
Normal birth weight (2500g+),2012,Lucas,20 to 24,1,487,90.3,19576
Low birth weight (<2500g),2012,Lucas,25 to 29,140,8.2,19578
Normal birth weight (2500g+),2012,Lucas,25 to 29,1,574,91.8,19579
Low birth weight (<2500g),2012,Lucas,30 to 34,99,7.8,19581
Normal birth weight (2500g+),2012,Lucas,30 to 34,1,171,92.2,19582
Low birth weight (<2500g),2012,Lucas,35 to 39,40,8.8,19584
Normal birth weight (2500g+),2012,Lucas,35 to 39,412,91.2,19585
Low birth weight (<2500g),2012,Lucas,40 to 44,19,17.4,19587
Normal birth weight (2500g+),2012,Lucas,40 to 44,90,82.6,19588
Low birth weight (<2500g),2012,Lucas,45 and older,0,0.0,19590
Normal birth weight (2500g+),2012,Lucas,45 and older,*,*,19591
Low birth weight (<2500g),2012,Lucas,Less than 15,*,*,19593
Normal birth weight (2500g+),2012,Lucas,Less than 15,*,*,19594
Low birth weight (<2500g),2012,Lucas,Unknown,0,0.0,19596
Normal birth weight (2500g+),2012,Lucas,Unknown,0,0.0,19597
Low birth weight (<2500g),2012,Madison,15 to 17,*,*,19602
Normal birth weight (2500g+),2012,Madison,15 to 17,*,*,19603
Low birth weight (<2500g),2012,Madison,18 to 19,4,21.1,19605
Normal birth weight (2500g+),2012,Madison,18 to 19,*,*,19606
Low birth weight (<2500g),2012,Madison,20 to 24,10,7.6,19608
Normal birth weight (2500g+),2012,Madison,20 to 24,122,92.4,19609
Low birth weight (<2500g),2012,Madison,25 to 29,15,11.5,19611
Normal birth weight (2500g+),2012,Madison,25 to 29,116,88.5,19612
Low birth weight (<2500g),2012,Madison,30 to 34,3,3.1,19614
Normal birth weight (2500g+),2012,Madison,30 to 34,94,96.9,19615
Low birth weight (<2500g),2012,Madison,35 to 39,3,10.3,19617
Normal birth weight (2500g+),2012,Madison,35 to 39,26,89.7,19618
Low birth weight (<2500g),2012,Madison,40 to 44,*,*,19620
Normal birth weight (2500g+),2012,Madison,40 to 44,*,*,19621
Low birth weight (<2500g),2012,Madison,45 and older,0,0.0,19623
Normal birth weight (2500g+),2012,Madison,45 and older,0,0.0,19624
Low birth weight (<2500g),2012,Madison,Less than 15,0,0.0,19626
Normal birth weight (2500g+),2012,Madison,Less than 15,0,0.0,19627
Low birth weight (<2500g),2012,Madison,Unknown,0,0.0,19629
Normal birth weight (2500g+),2012,Madison,Unknown,0,0.0,19630
Low birth weight (<2500g),2012,Mahoning,15 to 17,9,15.3,19635
Normal birth weight (2500g+),2012,Mahoning,15 to 17,50,84.7,19636
Low birth weight (<2500g),2012,Mahoning,18 to 19,21,11.4,19638
Normal birth weight (2500g+),2012,Mahoning,18 to 19,163,88.6,19639
Low birth weight (<2500g),2012,Mahoning,20 to 24,60,9.6,19641
Normal birth weight (2500g+),2012,Mahoning,20 to 24,562,90.4,19642
Low birth weight (<2500g),2012,Mahoning,25 to 29,53,8.2,19644
Normal birth weight (2500g+),2012,Mahoning,25 to 29,597,91.8,19645
Low birth weight (<2500g),2012,Mahoning,30 to 34,47,8.3,19647
Normal birth weight (2500g+),2012,Mahoning,30 to 34,518,91.7,19648
Low birth weight (<2500g),2012,Mahoning,35 to 39,25,10.2,19650
Normal birth weight (2500g+),2012,Mahoning,35 to 39,221,89.8,19651
Low birth weight (<2500g),2012,Mahoning,40 to 44,6,11.8,19653
Normal birth weight (2500g+),2012,Mahoning,40 to 44,45,88.2,19654
Low birth weight (<2500g),2012,Mahoning,45 and older,0,0.0,19656
Normal birth weight (2500g+),2012,Mahoning,45 and older,*,*,19657
Low birth weight (<2500g),2012,Mahoning,Less than 15,*,*,19659
Normal birth weight (2500g+),2012,Mahoning,Less than 15,*,*,19660
Low birth weight (<2500g),2012,Mahoning,Unknown,0,0.0,19662
Normal birth weight (2500g+),2012,Mahoning,Unknown,0,0.0,19663
Low birth weight (<2500g),2012,Marion,15 to 17,3,12.0,19668
Normal birth weight (2500g+),2012,Marion,15 to 17,*,*,19669
Low birth weight (<2500g),2012,Marion,18 to 19,5,6.8,19671
Normal birth weight (2500g+),2012,Marion,18 to 19,68,93.2,19672
Low birth weight (<2500g),2012,Marion,20 to 24,45,15.2,19674
Normal birth weight (2500g+),2012,Marion,20 to 24,251,84.8,19675
Low birth weight (<2500g),2012,Marion,25 to 29,19,8.7,19677
Normal birth weight (2500g+),2012,Marion,25 to 29,199,91.3,19678
Low birth weight (<2500g),2012,Marion,30 to 34,9,7.6,19680
Normal birth weight (2500g+),2012,Marion,30 to 34,109,92.4,19681
Low birth weight (<2500g),2012,Marion,35 to 39,6,12.0,19683
Normal birth weight (2500g+),2012,Marion,35 to 39,44,88.0,19684
Low birth weight (<2500g),2012,Marion,40 to 44,*,*,19686
Normal birth weight (2500g+),2012,Marion,40 to 44,*,*,19687
Low birth weight (<2500g),2012,Marion,45 and older,0,0.0,19689
Normal birth weight (2500g+),2012,Marion,45 and older,*,*,19690
Low birth weight (<2500g),2012,Marion,Less than 15,0,0.0,19692
Normal birth weight (2500g+),2012,Marion,Less than 15,0,0.0,19693
Low birth weight (<2500g),2012,Marion,Unknown,0,0.0,19695
Normal birth weight (2500g+),2012,Marion,Unknown,0,0.0,19696
Low birth weight (<2500g),2012,Medina,15 to 17,2,11.1,19701
Normal birth weight (2500g+),2012,Medina,15 to 17,*,*,19702
Low birth weight (<2500g),2012,Medina,18 to 19,4,7.3,19704
Normal birth weight (2500g+),2012,Medina,18 to 19,51,92.7,19705
Low birth weight (<2500g),2012,Medina,20 to 24,16,6.0,19707
Normal birth weight (2500g+),2012,Medina,20 to 24,251,94.0,19708
Low birth weight (<2500g),2012,Medina,25 to 29,30,5.8,19710
Normal birth weight (2500g+),2012,Medina,25 to 29,485,94.2,19711
Low birth weight (<2500g),2012,Medina,30 to 34,42,7.3,19713
Normal birth weight (2500g+),2012,Medina,30 to 34,536,92.7,19714
Low birth weight (<2500g),2012,Medina,35 to 39,14,6.0,19716
Normal birth weight (2500g+),2012,Medina,35 to 39,221,94.0,19717
Low birth weight (<2500g),2012,Medina,40 to 44,3,6.1,19719
Normal birth weight (2500g+),2012,Medina,40 to 44,46,93.9,19720
Low birth weight (<2500g),2012,Medina,45 and older,0,0.0,19722
Normal birth weight (2500g+),2012,Medina,45 and older,*,*,19723
Low birth weight (<2500g),2012,Medina,Less than 15,0,0.0,19725
Normal birth weight (2500g+),2012,Medina,Less than 15,0,0.0,19726
Low birth weight (<2500g),2012,Medina,Unknown,0,0.0,19728
Normal birth weight (2500g+),2012,Medina,Unknown,0,0.0,19729
Low birth weight (<2500g),2012,Meigs,15 to 17,0,0.0,19734
Normal birth weight (2500g+),2012,Meigs,15 to 17,*,*,19735
Low birth weight (<2500g),2012,Meigs,18 to 19,3,13.0,19737
Normal birth weight (2500g+),2012,Meigs,18 to 19,*,*,19738
Low birth weight (<2500g),2012,Meigs,20 to 24,11,11.2,19740
Normal birth weight (2500g+),2012,Meigs,20 to 24,87,88.8,19741
Low birth weight (<2500g),2012,Meigs,25 to 29,6,8.1,19743
Normal birth weight (2500g+),2012,Meigs,25 to 29,68,91.9,19744
Low birth weight (<2500g),2012,Meigs,30 to 34,5,14.7,19746
Normal birth weight (2500g+),2012,Meigs,30 to 34,29,85.3,19747
Low birth weight (<2500g),2012,Meigs,35 to 39,1,7.7,19749
Normal birth weight (2500g+),2012,Meigs,35 to 39,*,*,19750
Low birth weight (<2500g),2012,Meigs,40 to 44,0,0.0,19752
Normal birth weight (2500g+),2012,Meigs,40 to 44,*,*,19753
Low birth weight (<2500g),2012,Meigs,45 and older,0,0.0,19755
